"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2011","France","CK","Total","Total","Total positive decisions","Person","0",""
"2011","France","CK","Males","Total","Total positive decisions","Person","0",""
"2011","France","CK","Females","Total","Total positive decisions","Person","0",""
"2011","France","WS","Total","Total","Total positive decisions","Person","0",""
"2011","France","WS","Males","Total","Total positive decisions","Person","0",""
"2011","France","WS","Females","Total","Total positive decisions","Person","0",""
"2011","France","TO","Total","Total","Total positive decisions","Person","0",""
"2011","France","TO","Males","Total","Total positive decisions","Person","0",""
"2011","France","TO","Females","Total","Total positive decisions","Person","0",""
"2011","France","TV","Total","Total","Total positive decisions","Person","0",""
"2011","France","TV","Males","Total","Total positive decisions","Person","0",""
"2011","France","TV","Females","Total","Total positive decisions","Person","0",""
"2011","France","TOTAL","Total","Total","Total positive decisions","Person","4,615",""
"2011","France","TOTAL","Males","Total","Total positive decisions","Person","2,505",""
"2011","France","TOTAL","Females","Total","Total positive decisions","Person","2,110",""
"2012","France","AO","Total","Total","Total positive decisions","Person","150",""
"2012","France","AO","Males","Total","Total positive decisions","Person","75",""
"2012","France","AO","Females","Total","Total positive decisions","Person","75",""
"2012","France","CM","Total","Total","Total positive decisions","Person","40",""
"2012","France","CM","Males","Total","Total positive decisions","Person","25",""
"2012","France","CM","Females","Total","Total positive decisions","Person","15",""
"2012","France","CF","Total","Total","Total positive decisions","Person","25",""
"2012","France","CF","Males","Total","Total positive decisions","Person","10",""
"2012","France","CF","Females","Total","Total positive decisions","Person","15",""
"2012","France","TD","Total","Total","Total positive decisions","Person","50",""
"2012","France","TD","Males","Total","Total positive decisions","Person","30",""
"2012","France","TD","Females","Total","Total positive decisions","Person","20",""
"2012","France","CG","Total","Total","Total positive decisions","Person","130",""
"2012","France","CG","Males","Total","Total positive decisions","Person","60",""
"2012","France","CG","Females","Total","Total positive decisions","Person","70",""
"2012","France","CD","Total","Total","Total positive decisions","Person","795",""
"2012","France","CD","Males","Total","Total positive decisions","Person","410",""
"2012","France","CD","Females","Total","Total positive decisions","Person","380",""
"2012","France","GQ","Total","Total","Total positive decisions","Person","0",""
"2012","France","GQ","Males","Total","Total positive decisions","Person","0",""
"2012","France","GQ","Females","Total","Total positive decisions","Person","0",""
"2012","France","GA","Total","Total","Total positive decisions","Person","5",""
"2012","France","GA","Males","Total","Total positive decisions","Person","5",""
"2012","France","GA","Females","Total","Total positive decisions","Person","5",""
"2012","France","ST","Total","Total","Total positive decisions","Person","0",""
"2012","France","ST","Males","Total","Total positive decisions","Person","0",""
"2012","France","ST","Females","Total","Total positive decisions","Person","0",""
"2012","France","BI","Total","Total","Total positive decisions","Person","35",""
"2012","France","BI","Males","Total","Total positive decisions","Person","20",""
"2012","France","BI","Females","Total","Total positive decisions","Person","20",""
"2012","France","KM","Total","Total","Total positive decisions","Person","90",""
"2012","France","KM","Males","Total","Total positive decisions","Person","50",""
"2012","France","KM","Females","Total","Total positive decisions","Person","35",""
"2012","France","DJ","Total","Total","Total positive decisions","Person","20",""
"2012","France","DJ","Males","Total","Total positive decisions","Person","5",""
"2012","France","DJ","Females","Total","Total positive decisions","Person","10",""
"2012","France","ER","Total","Total","Total positive decisions","Person","155",""
"2012","France","ER","Males","Total","Total positive decisions","Person","80",""
"2012","France","ER","Females","Total","Total positive decisions","Person","75",""
"2012","France","ET","Total","Total","Total positive decisions","Person","40",""
"2012","France","ET","Males","Total","Total positive decisions","Person","25",""
"2012","France","ET","Females","Total","Total positive decisions","Person","20",""
"2012","France","KE","Total","Total","Total positive decisions","Person","10",""
"2012","France","KE","Males","Total","Total positive decisions","Person","5",""
"2012","France","KE","Females","Total","Total positive decisions","Person","5",""
"2012","France","MG","Total","Total","Total positive decisions","Person","25",""
"2012","France","MG","Males","Total","Total positive decisions","Person","15",""
"2012","France","MG","Females","Total","Total positive decisions","Person","10",""
"2012","France","MW","Total","Total","Total positive decisions","Person","0",""
"2012","France","MW","Males","Total","Total positive decisions","Person","0",""
"2012","France","MW","Females","Total","Total positive decisions","Person","0",""
"2012","France","MU","Total","Total","Total positive decisions","Person","0",""
"2012","France","MU","Males","Total","Total positive decisions","Person","0",""
"2012","France","MU","Females","Total","Total positive decisions","Person","0",""
"2012","France","MZ","Total","Total","Total positive decisions","Person","0",""
"2012","France","MZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","MZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","RW","Total","Total","Total positive decisions","Person","180",""
"2012","France","RW","Males","Total","Total positive decisions","Person","85",""
"2012","France","RW","Females","Total","Total positive decisions","Person","100",""
"2012","France","SC","Total","Total","Total positive decisions","Person","0",""
"2012","France","SC","Males","Total","Total positive decisions","Person","0",""
"2012","France","SC","Females","Total","Total positive decisions","Person","0",""
"2012","France","SO","Total","Total","Total positive decisions","Person","165",""
"2012","France","SO","Males","Total","Total positive decisions","Person","95",""
"2012","France","SO","Females","Total","Total positive decisions","Person","70",""
"2012","France","UG","Total","Total","Total positive decisions","Person","5",""
"2012","France","UG","Males","Total","Total positive decisions","Person","5",""
"2012","France","UG","Females","Total","Total positive decisions","Person","0",""
"2012","France","TZ","Total","Total","Total positive decisions","Person","0",""
"2012","France","TZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","TZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","ZM","Total","Total","Total positive decisions","Person","0",""
"2012","France","ZM","Males","Total","Total positive decisions","Person","0",""
"2012","France","ZM","Females","Total","Total positive decisions","Person","0",""
"2012","France","ZW","Total","Total","Total positive decisions","Person","5",""
"2012","France","ZW","Males","Total","Total positive decisions","Person","0",""
"2012","France","ZW","Females","Total","Total positive decisions","Person","0",""
"2012","France","DZ","Total","Total","Total positive decisions","Person","55",""
"2012","France","DZ","Males","Total","Total positive decisions","Person","25",""
"2012","France","DZ","Females","Total","Total positive decisions","Person","30",""
"2012","France","EG","Total","Total","Total positive decisions","Person","65",""
"2012","France","EG","Males","Total","Total positive decisions","Person","35",""
"2012","France","EG","Females","Total","Total positive decisions","Person","30",""
"2012","France","LY","Total","Total","Total positive decisions","Person","10",""
"2012","France","LY","Males","Total","Total positive decisions","Person","5",""
"2012","France","LY","Females","Total","Total positive decisions","Person","5",""
"2012","France","MA","Total","Total","Total positive decisions","Person","35",""
"2012","France","MA","Males","Total","Total positive decisions","Person","25",""
"2012","France","MA","Females","Total","Total positive decisions","Person","10",""
"2012","France","SS","Total","Total","Total positive decisions","Person","0",""
"2012","France","SS","Males","Total","Total positive decisions","Person","0",""
"2012","France","SS","Females","Total","Total positive decisions","Person","0",""
"2012","France","SD","Total","Total","Total positive decisions","Person","135",""
"2012","France","SD","Males","Total","Total positive decisions","Person","85",""
"2012","France","SD","Females","Total","Total positive decisions","Person","55",""
"2012","France","TN","Total","Total","Total positive decisions","Person","5",""
"2012","France","TN","Males","Total","Total positive decisions","Person","5",""
"2012","France","TN","Females","Total","Total positive decisions","Person","5",""
"2012","France","EH","Total","Total","Total positive decisions","Person","30",""
"2012","France","EH","Males","Total","Total positive decisions","Person","25",""
"2012","France","EH","Females","Total","Total positive decisions","Person","5",""
"2012","France","BW","Total","Total","Total positive decisions","Person","0",""
"2012","France","BW","Males","Total","Total positive decisions","Person","0",""
"2012","France","BW","Females","Total","Total positive decisions","Person","0",""
"2012","France","LS","Total","Total","Total positive decisions","Person","0",""
"2012","France","LS","Males","Total","Total positive decisions","Person","0",""
"2012","France","LS","Females","Total","Total positive decisions","Person","0",""
"2012","France","NA","Total","Total","Total positive decisions","Person","0",""
"2012","France","NA","Males","Total","Total positive decisions","Person","0",""
"2012","France","NA","Females","Total","Total positive decisions","Person","0",""
"2012","France","ZA","Total","Total","Total positive decisions","Person","0",""
"2012","France","ZA","Males","Total","Total positive decisions","Person","0",""
"2012","France","ZA","Females","Total","Total positive decisions","Person","0",""
"2012","France","SZ","Total","Total","Total positive decisions","Person","0",""
"2012","France","SZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","SZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","BJ","Total","Total","Total positive decisions","Person","0",""
"2012","France","BJ","Males","Total","Total positive decisions","Person","0",""
"2012","France","BJ","Females","Total","Total positive decisions","Person","0",""
"2012","France","BF","Total","Total","Total positive decisions","Person","5",""
"2012","France","BF","Males","Total","Total positive decisions","Person","5",""
"2012","France","BF","Females","Total","Total positive decisions","Person","0",""
"2012","France","CV","Total","Total","Total positive decisions","Person","0",""
"2012","France","CV","Males","Total","Total positive decisions","Person","0",""
"2012","France","CV","Females","Total","Total positive decisions","Person","0",""
"2012","France","CI","Total","Total","Total positive decisions","Person","190",""
"2012","France","CI","Males","Total","Total positive decisions","Person","85",""
"2012","France","CI","Females","Total","Total positive decisions","Person","110",""
"2012","France","GM","Total","Total","Total positive decisions","Person","10",""
"2012","France","GM","Males","Total","Total positive decisions","Person","5",""
"2012","France","GM","Females","Total","Total positive decisions","Person","5",""
"2012","France","GH","Total","Total","Total positive decisions","Person","0",""
"2012","France","GH","Males","Total","Total positive decisions","Person","0",""
"2012","France","GH","Females","Total","Total positive decisions","Person","0",""
"2012","France","GN","Total","Total","Total positive decisions","Person","470",""
"2012","France","GN","Males","Total","Total positive decisions","Person","190",""
"2012","France","GN","Females","Total","Total positive decisions","Person","280",""
"2012","France","GW","Total","Total","Total positive decisions","Person","45",""
"2012","France","GW","Males","Total","Total positive decisions","Person","25",""
"2012","France","GW","Females","Total","Total positive decisions","Person","20",""
"2012","France","LR","Total","Total","Total positive decisions","Person","5",""
"2012","France","LR","Males","Total","Total positive decisions","Person","0",""
"2012","France","LR","Females","Total","Total positive decisions","Person","5",""
"2012","France","ML","Total","Total","Total positive decisions","Person","420",""
"2012","France","ML","Males","Total","Total positive decisions","Person","150",""
"2012","France","ML","Females","Total","Total positive decisions","Person","270",""
"2012","France","MR","Total","Total","Total positive decisions","Person","195",""
"2012","France","MR","Males","Total","Total positive decisions","Person","100",""
"2012","France","MR","Females","Total","Total positive decisions","Person","90",""
"2012","France","NE","Total","Total","Total positive decisions","Person","5",""
"2012","France","NE","Males","Total","Total positive decisions","Person","5",""
"2012","France","NE","Females","Total","Total positive decisions","Person","5",""
"2012","France","NG","Total","Total","Total positive decisions","Person","85",""
"2012","France","NG","Males","Total","Total positive decisions","Person","30",""
"2012","France","NG","Females","Total","Total positive decisions","Person","55",""
"2012","France","SN","Total","Total","Total positive decisions","Person","80",""
"2012","France","SN","Males","Total","Total positive decisions","Person","30",""
"2012","France","SN","Females","Total","Total positive decisions","Person","50",""
"2012","France","SL","Total","Total","Total positive decisions","Person","30",""
"2012","France","SL","Males","Total","Total positive decisions","Person","15",""
"2012","France","SL","Females","Total","Total positive decisions","Person","15",""
"2012","France","TG","Total","Total","Total positive decisions","Person","35",""
"2012","France","TG","Males","Total","Total positive decisions","Person","20",""
"2012","France","TG","Females","Total","Total positive decisions","Person","15",""
"2012","France","CA","Total","Total","Total positive decisions","Person","0",""
"2012","France","CA","Males","Total","Total positive decisions","Person","0",""
"2012","France","CA","Females","Total","Total positive decisions","Person","0",""
"2012","France","US","Total","Total","Total positive decisions","Person","0",""
"2012","France","US","Males","Total","Total positive decisions","Person","0",""
"2012","France","US","Females","Total","Total positive decisions","Person","0",""
"2012","France","AG","Total","Total","Total positive decisions","Person","0",""
"2012","France","AG","Males","Total","Total positive decisions","Person","0",""
"2012","France","AG","Females","Total","Total positive decisions","Person","0",""
"2012","France","BS","Total","Total","Total positive decisions","Person","0",""
"2012","France","BS","Males","Total","Total positive decisions","Person","0",""
"2012","France","BS","Females","Total","Total positive decisions","Person","0",""
"2012","France","BB","Total","Total","Total positive decisions","Person","0",""
"2012","France","BB","Males","Total","Total positive decisions","Person","0",""
"2012","France","BB","Females","Total","Total positive decisions","Person","0",""
"2012","France","CU","Total","Total","Total positive decisions","Person","5",""
"2012","France","CU","Males","Total","Total positive decisions","Person","0",""
"2012","France","CU","Females","Total","Total positive decisions","Person","5",""
"2012","France","DM","Total","Total","Total positive decisions","Person","0",""
"2012","France","DM","Males","Total","Total positive decisions","Person","0",""
"2012","France","DM","Females","Total","Total positive decisions","Person","0",""
"2012","France","DO","Total","Total","Total positive decisions","Person","0",""
"2012","France","DO","Males","Total","Total positive decisions","Person","0",""
"2012","France","DO","Females","Total","Total positive decisions","Person","0",""
"2012","France","GD","Total","Total","Total positive decisions","Person","0",""
"2012","France","GD","Males","Total","Total positive decisions","Person","0",""
"2012","France","GD","Females","Total","Total positive decisions","Person","0",""
"2012","France","HT","Total","Total","Total positive decisions","Person","150",""
"2012","France","HT","Males","Total","Total positive decisions","Person","75",""
"2012","France","HT","Females","Total","Total positive decisions","Person","70",""
"2012","France","JM","Total","Total","Total positive decisions","Person","0",""
"2012","France","JM","Males","Total","Total positive decisions","Person","0",""
"2012","France","JM","Females","Total","Total positive decisions","Person","0",""
"2012","France","KN","Total","Total","Total positive decisions","Person","0",""
"2012","France","KN","Males","Total","Total positive decisions","Person","0",""
"2012","France","KN","Females","Total","Total positive decisions","Person","0",""
"2012","France","LC","Total","Total","Total positive decisions","Person","0",""
"2012","France","LC","Males","Total","Total positive decisions","Person","0",""
"2012","France","LC","Females","Total","Total positive decisions","Person","0",""
"2012","France","VC","Total","Total","Total positive decisions","Person","0",""
"2012","France","VC","Males","Total","Total positive decisions","Person","0",""
"2012","France","VC","Females","Total","Total positive decisions","Person","0",""
"2012","France","TT","Total","Total","Total positive decisions","Person","0",""
"2012","France","TT","Males","Total","Total positive decisions","Person","0",""
"2012","France","TT","Females","Total","Total positive decisions","Person","0",""
"2012","France","BZ","Total","Total","Total positive decisions","Person","0",""
"2012","France","BZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","BZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","CR","Total","Total","Total positive decisions","Person","0",""
"2012","France","CR","Males","Total","Total positive decisions","Person","0",""
"2012","France","CR","Females","Total","Total positive decisions","Person","0",""
"2012","France","SV","Total","Total","Total positive decisions","Person","0",""
"2012","France","SV","Males","Total","Total positive decisions","Person","0",""
"2012","France","SV","Females","Total","Total positive decisions","Person","0",""
"2012","France","GT","Total","Total","Total positive decisions","Person","0",""
"2012","France","GT","Males","Total","Total positive decisions","Person","0",""
"2012","France","GT","Females","Total","Total positive decisions","Person","0",""
"2012","France","HN","Total","Total","Total positive decisions","Person","0",""
"2012","France","HN","Males","Total","Total positive decisions","Person","0",""
"2012","France","HN","Females","Total","Total positive decisions","Person","0",""
"2012","France","MX","Total","Total","Total positive decisions","Person","0",""
"2012","France","MX","Males","Total","Total positive decisions","Person","0",""
"2012","France","MX","Females","Total","Total positive decisions","Person","0",""
"2012","France","NI","Total","Total","Total positive decisions","Person","0",""
"2012","France","NI","Males","Total","Total positive decisions","Person","0",""
"2012","France","NI","Females","Total","Total positive decisions","Person","0",""
"2012","France","PA","Total","Total","Total positive decisions","Person","0",""
"2012","France","PA","Males","Total","Total positive decisions","Person","0",""
"2012","France","PA","Females","Total","Total positive decisions","Person","0",""
"2012","France","AR","Total","Total","Total positive decisions","Person","0",""
"2012","France","AR","Males","Total","Total positive decisions","Person","0",""
"2012","France","AR","Females","Total","Total positive decisions","Person","0",""
"2012","France","BO","Total","Total","Total positive decisions","Person","0",""
"2012","France","BO","Males","Total","Total positive decisions","Person","0",""
"2012","France","BO","Females","Total","Total positive decisions","Person","0",""
"2012","France","BR","Total","Total","Total positive decisions","Person","0",""
"2012","France","BR","Males","Total","Total positive decisions","Person","0",""
"2012","France","BR","Females","Total","Total positive decisions","Person","0",""
"2012","France","CL","Total","Total","Total positive decisions","Person","0",""
"2012","France","CL","Males","Total","Total positive decisions","Person","0",""
"2012","France","CL","Females","Total","Total positive decisions","Person","0",""
"2012","France","CO","Total","Total","Total positive decisions","Person","25",""
"2012","France","CO","Males","Total","Total positive decisions","Person","15",""
"2012","France","CO","Females","Total","Total positive decisions","Person","10",""
"2012","France","EC","Total","Total","Total positive decisions","Person","0",""
"2012","France","EC","Males","Total","Total positive decisions","Person","0",""
"2012","France","EC","Females","Total","Total positive decisions","Person","0",""
"2012","France","GY","Total","Total","Total positive decisions","Person","0",""
"2012","France","GY","Males","Total","Total positive decisions","Person","0",""
"2012","France","GY","Females","Total","Total positive decisions","Person","0",""
"2012","France","PY","Total","Total","Total positive decisions","Person","5",""
"2012","France","PY","Males","Total","Total positive decisions","Person","5",""
"2012","France","PY","Females","Total","Total positive decisions","Person","0",""
"2012","France","PE","Total","Total","Total positive decisions","Person","55",""
"2012","France","PE","Males","Total","Total positive decisions","Person","50",""
"2012","France","PE","Females","Total","Total positive decisions","Person","5",""
"2012","France","SR","Total","Total","Total positive decisions","Person","0",""
"2012","France","SR","Males","Total","Total positive decisions","Person","0",""
"2012","France","SR","Females","Total","Total positive decisions","Person","0",""
"2012","France","UY","Total","Total","Total positive decisions","Person","0",""
"2012","France","UY","Males","Total","Total positive decisions","Person","0",""
"2012","France","UY","Females","Total","Total positive decisions","Person","0",""
"2012","France","VE","Total","Total","Total positive decisions","Person","0",""
"2012","France","VE","Males","Total","Total positive decisions","Person","0",""
"2012","France","VE","Females","Total","Total positive decisions","Person","0",""
"2012","France","KZ","Total","Total","Total positive decisions","Person","25",""
"2012","France","KZ","Males","Total","Total positive decisions","Person","15",""
"2012","France","KZ","Females","Total","Total positive decisions","Person","10",""
"2012","France","KG","Total","Total","Total positive decisions","Person","10",""
"2012","France","KG","Males","Total","Total positive decisions","Person","5",""
"2012","France","KG","Females","Total","Total positive decisions","Person","5",""
"2012","France","TJ","Total","Total","Total positive decisions","Person","0",""
"2012","France","TJ","Males","Total","Total positive decisions","Person","0",""
"2012","France","TJ","Females","Total","Total positive decisions","Person","0",""
"2012","France","TM","Total","Total","Total positive decisions","Person","0",""
"2012","France","TM","Males","Total","Total positive decisions","Person","0",""
"2012","France","TM","Females","Total","Total positive decisions","Person","0",""
"2012","France","UZ","Total","Total","Total positive decisions","Person","5",""
"2012","France","UZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","UZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","CN","Total","Total","Total positive decisions","Person","460",""
"2012","France","CN","Males","Total","Total positive decisions","Person","295",""
"2012","France","CN","Females","Total","Total positive decisions","Person","165",""
"2012","France","JP","Total","Total","Total positive decisions","Person","0",""
"2012","France","JP","Males","Total","Total positive decisions","Person","0",""
"2012","France","JP","Females","Total","Total positive decisions","Person","0",""
"2012","France","MN","Total","Total","Total positive decisions","Person","25",""
"2012","France","MN","Males","Total","Total positive decisions","Person","10",""
"2012","France","MN","Females","Total","Total positive decisions","Person","10",""
"2012","France","KP","Total","Total","Total positive decisions","Person","5",""
"2012","France","KP","Males","Total","Total positive decisions","Person","0",""
"2012","France","KP","Females","Total","Total positive decisions","Person","0",""
"2012","France","KR","Total","Total","Total positive decisions","Person","0",""
"2012","France","KR","Males","Total","Total positive decisions","Person","0",""
"2012","France","KR","Females","Total","Total positive decisions","Person","0",""
"2012","France","TW","Total","Total","Total positive decisions","Person","0",""
"2012","France","TW","Males","Total","Total positive decisions","Person","0",""
"2012","France","TW","Females","Total","Total positive decisions","Person","0",""
"2012","France","AF","Total","Total","Total positive decisions","Person","275",""
"2012","France","AF","Males","Total","Total positive decisions","Person","215",""
"2012","France","AF","Females","Total","Total positive decisions","Person","60",""
"2012","France","BD","Total","Total","Total positive decisions","Person","85",""
"2012","France","BD","Males","Total","Total positive decisions","Person","55",""
"2012","France","BD","Females","Total","Total positive decisions","Person","25",""
"2012","France","BT","Total","Total","Total positive decisions","Person","5",""
"2012","France","BT","Males","Total","Total positive decisions","Person","5",""
"2012","France","BT","Females","Total","Total positive decisions","Person","0",""
"2012","France","IN","Total","Total","Total positive decisions","Person","0",""
"2012","France","IN","Males","Total","Total positive decisions","Person","0",""
"2012","France","IN","Females","Total","Total positive decisions","Person","0",""
"2012","France","IR","Total","Total","Total positive decisions","Person","130",""
"2012","France","IR","Males","Total","Total positive decisions","Person","75",""
"2012","France","IR","Females","Total","Total positive decisions","Person","55",""
"2012","France","MV","Total","Total","Total positive decisions","Person","0",""
"2012","France","MV","Males","Total","Total positive decisions","Person","0",""
"2012","France","MV","Females","Total","Total positive decisions","Person","0",""
"2012","France","NP","Total","Total","Total positive decisions","Person","5",""
"2012","France","NP","Males","Total","Total positive decisions","Person","5",""
"2012","France","NP","Females","Total","Total positive decisions","Person","0",""
"2012","France","PK","Total","Total","Total positive decisions","Person","35",""
"2012","France","PK","Males","Total","Total positive decisions","Person","20",""
"2012","France","PK","Females","Total","Total positive decisions","Person","15",""
"2012","France","LK","Total","Total","Total positive decisions","Person","800",""
"2012","France","LK","Males","Total","Total positive decisions","Person","405",""
"2012","France","LK","Females","Total","Total positive decisions","Person","395",""
"2012","France","BN","Total","Total","Total positive decisions","Person","0",""
"2012","France","BN","Males","Total","Total positive decisions","Person","0",""
"2012","France","BN","Females","Total","Total positive decisions","Person","0",""
"2012","France","KH","Total","Total","Total positive decisions","Person","10",""
"2012","France","KH","Males","Total","Total positive decisions","Person","5",""
"2012","France","KH","Females","Total","Total positive decisions","Person","5",""
"2012","France","ID","Total","Total","Total positive decisions","Person","0",""
"2012","France","ID","Males","Total","Total positive decisions","Person","0",""
"2012","France","ID","Females","Total","Total positive decisions","Person","0",""
"2012","France","LA","Total","Total","Total positive decisions","Person","10",""
"2012","France","LA","Males","Total","Total positive decisions","Person","0",""
"2012","France","LA","Females","Total","Total positive decisions","Person","5",""
"2012","France","MY","Total","Total","Total positive decisions","Person","0",""
"2012","France","MY","Males","Total","Total positive decisions","Person","0",""
"2012","France","MY","Females","Total","Total positive decisions","Person","0",""
"2012","France","MM","Total","Total","Total positive decisions","Person","5",""
"2012","France","MM","Males","Total","Total positive decisions","Person","0",""
"2012","France","MM","Females","Total","Total positive decisions","Person","0",""
"2012","France","PH","Total","Total","Total positive decisions","Person","0",""
"2012","France","PH","Males","Total","Total positive decisions","Person","0",""
"2012","France","PH","Females","Total","Total positive decisions","Person","0",""
"2012","France","SG","Total","Total","Total positive decisions","Person","0",""
"2012","France","SG","Males","Total","Total positive decisions","Person","0",""
"2012","France","SG","Females","Total","Total positive decisions","Person","0",""
"2012","France","TH","Total","Total","Total positive decisions","Person","0",""
"2012","France","TH","Males","Total","Total positive decisions","Person","0",""
"2012","France","TH","Females","Total","Total positive decisions","Person","0",""
"2012","France","TL","Total","Total","Total positive decisions","Person","0",""
"2012","France","TL","Males","Total","Total positive decisions","Person","0",""
"2012","France","TL","Females","Total","Total positive decisions","Person","0",""
"2012","France","VN","Total","Total","Total positive decisions","Person","20",""
"2012","France","VN","Males","Total","Total positive decisions","Person","15",""
"2012","France","VN","Females","Total","Total positive decisions","Person","5",""
"2012","France","AM","Total","Total","Total positive decisions","Person","260",""
"2012","France","AM","Males","Total","Total positive decisions","Person","125",""
"2012","France","AM","Females","Total","Total positive decisions","Person","135",""
"2012","France","AZ","Total","Total","Total positive decisions","Person","130",""
"2012","France","AZ","Males","Total","Total positive decisions","Person","65",""
"2012","France","AZ","Females","Total","Total positive decisions","Person","65",""
"2012","France","BH","Total","Total","Total positive decisions","Person","0",""
"2012","France","BH","Males","Total","Total positive decisions","Person","0",""
"2012","France","BH","Females","Total","Total positive decisions","Person","0",""
"2012","France","GE","Total","Total","Total positive decisions","Person","70",""
"2012","France","GE","Males","Total","Total positive decisions","Person","40",""
"2012","France","GE","Females","Total","Total positive decisions","Person","30",""
"2012","France","IQ","Total","Total","Total positive decisions","Person","160",""
"2012","France","IQ","Males","Total","Total positive decisions","Person","75",""
"2012","France","IQ","Females","Total","Total positive decisions","Person","85",""
"2012","France","IL","Total","Total","Total positive decisions","Person","0",""
"2012","France","IL","Males","Total","Total positive decisions","Person","0",""
"2012","France","IL","Females","Total","Total positive decisions","Person","0",""
"2012","France","JO","Total","Total","Total positive decisions","Person","0",""
"2012","France","JO","Males","Total","Total positive decisions","Person","0",""
"2012","France","JO","Females","Total","Total positive decisions","Person","0",""
"2012","France","KW","Total","Total","Total positive decisions","Person","0",""
"2012","France","KW","Males","Total","Total positive decisions","Person","0",""
"2012","France","KW","Females","Total","Total positive decisions","Person","0",""
"2012","France","LB","Total","Total","Total positive decisions","Person","0",""
"2012","France","LB","Males","Total","Total positive decisions","Person","0",""
"2012","France","LB","Females","Total","Total positive decisions","Person","0",""
"2012","France","PS","Total","Total","Total positive decisions","Person","35",""
"2012","France","PS","Males","Total","Total positive decisions","Person","25",""
"2012","France","PS","Females","Total","Total positive decisions","Person","5",""
"2012","France","OM","Total","Total","Total positive decisions","Person","0",""
"2012","France","OM","Males","Total","Total positive decisions","Person","0",""
"2012","France","OM","Females","Total","Total positive decisions","Person","0",""
"2012","France","QA","Total","Total","Total positive decisions","Person","0",""
"2012","France","QA","Males","Total","Total positive decisions","Person","0",""
"2012","France","QA","Females","Total","Total positive decisions","Person","0",""
"2012","France","SA","Total","Total","Total positive decisions","Person","0",""
"2012","France","SA","Males","Total","Total positive decisions","Person","0",""
"2012","France","SA","Females","Total","Total positive decisions","Person","0",""
"2012","France","SY","Total","Total","Total positive decisions","Person","340",""
"2012","France","SY","Males","Total","Total positive decisions","Person","230",""
"2012","France","SY","Females","Total","Total positive decisions","Person","110",""
"2012","France","AE","Total","Total","Total positive decisions","Person","0",""
"2012","France","AE","Males","Total","Total positive decisions","Person","0",""
"2012","France","AE","Females","Total","Total positive decisions","Person","0",""
"2012","France","YE","Total","Total","Total positive decisions","Person","15",""
"2012","France","YE","Males","Total","Total positive decisions","Person","10",""
"2012","France","YE","Females","Total","Total positive decisions","Person","5",""
"2012","France","AU","Total","Total","Total positive decisions","Person","0",""
"2012","France","AU","Males","Total","Total positive decisions","Person","0",""
"2012","France","AU","Females","Total","Total positive decisions","Person","0",""
"2012","France","NZ","Total","Total","Total positive decisions","Person","0",""
"2012","France","NZ","Males","Total","Total positive decisions","Person","0",""
"2012","France","NZ","Females","Total","Total positive decisions","Person","0",""
"2012","France","FJ","Total","Total","Total positive decisions","Person","0",""
"2012","France","FJ","Males","Total","Total positive decisions","Person","0",""
"2012","France","FJ","Females","Total","Total positive decisions","Person","0",""
"2012","France","PG","Total","Total","Total positive decisions","Person","0",""
"2012","France","PG","Males","Total","Total positive decisions","Person","0",""
"2012","France","PG","Females","Total","Total positive decisions","Person","0",""
"2012","France","SB","Total","Total","Total positive decisions","Person","0",""
"2012","France","SB","Males","Total","Total positive decisions","Person","0",""
"2012","France","SB","Females","Total","Total positive decisions","Person","0",""
"2012","France","VU","Total","Total","Total positive decisions","Person","0",""
"2012","France","VU","Males","Total","Total positive decisions","Person","0",""
"2012","France","VU","Females","Total","Total positive decisions","Person","0",""
"2012","France","KI","Total","Total","Total positive decisions","Person","0",""
"2012","France","KI","Males","Total","Total positive decisions","Person","0",""
"2012","France","KI","Females","Total","Total positive decisions","Person","0",""
"2012","France","MH","Total","Total","Total positive decisions","Person","0",""
"2012","France","MH","Males","Total","Total positive decisions","Person","0",""
"2012","France","MH","Females","Total","Total positive decisions","Person","0",""
"2012","France","FM","Total","Total","Total positive decisions","Person","0",""
"2012","France","FM","Males","Total","Total positive decisions","Person","0",""
"2012","France","FM","Females","Total","Total positive decisions","Person","0",""
"2012","France","NR","Total","Total","Total positive decisions","Person","0",""
"2012","France","NR","Males","Total","Total positive decisions","Person","0",""
"2012","France","NR","Females","Total","Total positive decisions","Person","0",""
"2012","France","PW","Total","Total","Total positive decisions","Person","0",""
"2012","France","PW","Males","Total","Total positive decisions","Person","0",""
"2012","France","PW","Females","Total","Total positive decisions","Person","0",""
"2012","France","CK","Total","Total","Total positive decisions","Person","0",""
"2012","France","CK","Males","Total","Total positive decisions","Person","0",""
"2012","France","CK","Females","Total","Total positive decisions","Person","0",""
