"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2011","France","TT","Females","Total","First time applicant","Person","0",""
"2011","France","BZ","Total","Total","First time applicant","Person","0",""
"2011","France","BZ","Males","Total","First time applicant","Person","0",""
"2011","France","BZ","Females","Total","First time applicant","Person","0",""
"2011","France","CR","Total","Total","First time applicant","Person","0",""
"2011","France","CR","Males","Total","First time applicant","Person","0",""
"2011","France","CR","Females","Total","First time applicant","Person","0",""
"2011","France","SV","Total","Total","First time applicant","Person","5",""
"2011","France","SV","Males","Total","First time applicant","Person","5",""
"2011","France","SV","Females","Total","First time applicant","Person","5",""
"2011","France","GT","Total","Total","First time applicant","Person","0",""
"2011","France","GT","Males","Total","First time applicant","Person","0",""
"2011","France","GT","Females","Total","First time applicant","Person","0",""
"2011","France","HN","Total","Total","First time applicant","Person","0",""
"2011","France","HN","Males","Total","First time applicant","Person","0",""
"2011","France","HN","Females","Total","First time applicant","Person","0",""
"2011","France","MX","Total","Total","First time applicant","Person","0",""
"2011","France","MX","Males","Total","First time applicant","Person","0",""
"2011","France","MX","Females","Total","First time applicant","Person","0",""
"2011","France","NI","Total","Total","First time applicant","Person","5",""
"2011","France","NI","Males","Total","First time applicant","Person","0",""
"2011","France","NI","Females","Total","First time applicant","Person","0",""
"2011","France","PA","Total","Total","First time applicant","Person","0",""
"2011","France","PA","Males","Total","First time applicant","Person","0",""
"2011","France","PA","Females","Total","First time applicant","Person","0",""
"2011","France","AR","Total","Total","First time applicant","Person","0",""
"2011","France","AR","Males","Total","First time applicant","Person","0",""
"2011","France","AR","Females","Total","First time applicant","Person","0",""
"2011","France","BO","Total","Total","First time applicant","Person","10",""
"2011","France","BO","Males","Total","First time applicant","Person","5",""
"2011","France","BO","Females","Total","First time applicant","Person","5",""
"2011","France","BR","Total","Total","First time applicant","Person","20",""
"2011","France","BR","Males","Total","First time applicant","Person","10",""
"2011","France","BR","Females","Total","First time applicant","Person","10",""
"2011","France","CL","Total","Total","First time applicant","Person","0",""
"2011","France","CL","Males","Total","First time applicant","Person","0",""
"2011","France","CL","Females","Total","First time applicant","Person","0",""
"2011","France","CO","Total","Total","First time applicant","Person","115",""
"2011","France","CO","Males","Total","First time applicant","Person","65",""
"2011","France","CO","Females","Total","First time applicant","Person","50",""
"2011","France","EC","Total","Total","First time applicant","Person","0",""
"2011","France","EC","Males","Total","First time applicant","Person","0",""
"2011","France","EC","Females","Total","First time applicant","Person","0",""
"2011","France","GY","Total","Total","First time applicant","Person","120",""
"2011","France","GY","Males","Total","First time applicant","Person","70",""
"2011","France","GY","Females","Total","First time applicant","Person","50",""
"2011","France","PY","Total","Total","First time applicant","Person","0",""
"2011","France","PY","Males","Total","First time applicant","Person","0",""
"2011","France","PY","Females","Total","First time applicant","Person","0",""
"2011","France","PE","Total","Total","First time applicant","Person","105",""
"2011","France","PE","Males","Total","First time applicant","Person","50",""
"2011","France","PE","Females","Total","First time applicant","Person","55",""
"2011","France","SR","Total","Total","First time applicant","Person","0",""
"2011","France","SR","Males","Total","First time applicant","Person","0",""
"2011","France","SR","Females","Total","First time applicant","Person","0",""
"2011","France","UY","Total","Total","First time applicant","Person","0",""
"2011","France","UY","Males","Total","First time applicant","Person","0",""
"2011","France","UY","Females","Total","First time applicant","Person","0",""
"2011","France","VE","Total","Total","First time applicant","Person","15",""
"2011","France","VE","Males","Total","First time applicant","Person","5",""
"2011","France","VE","Females","Total","First time applicant","Person","10",""
"2011","France","KZ","Total","Total","First time applicant","Person","145",""
"2011","France","KZ","Males","Total","First time applicant","Person","80",""
"2011","France","KZ","Females","Total","First time applicant","Person","65",""
"2011","France","KG","Total","Total","First time applicant","Person","110",""
"2011","France","KG","Males","Total","First time applicant","Person","60",""
"2011","France","KG","Females","Total","First time applicant","Person","50",""
"2011","France","TJ","Total","Total","First time applicant","Person","5",""
"2011","France","TJ","Males","Total","First time applicant","Person","0",""
"2011","France","TJ","Females","Total","First time applicant","Person","0",""
"2011","France","TM","Total","Total","First time applicant","Person","0",""
"2011","France","TM","Males","Total","First time applicant","Person","0",""
"2011","France","TM","Females","Total","First time applicant","Person","0",""
"2011","France","UZ","Total","Total","First time applicant","Person","25",""
"2011","France","UZ","Males","Total","First time applicant","Person","15",""
"2011","France","UZ","Females","Total","First time applicant","Person","10",""
"2011","France","CN","Total","Total","First time applicant","Person","2,190",""
"2011","France","CN","Males","Total","First time applicant","Person","985",""
"2011","France","CN","Females","Total","First time applicant","Person","1,205",""
"2011","France","JP","Total","Total","First time applicant","Person","0",""
"2011","France","JP","Males","Total","First time applicant","Person","0",""
"2011","France","JP","Females","Total","First time applicant","Person","0",""
"2011","France","MN","Total","Total","First time applicant","Person","200",""
"2011","France","MN","Males","Total","First time applicant","Person","95",""
"2011","France","MN","Females","Total","First time applicant","Person","110",""
"2011","France","KP","Total","Total","First time applicant","Person","40",""
"2011","France","KP","Males","Total","First time applicant","Person","20",""
"2011","France","KP","Females","Total","First time applicant","Person","25",""
"2011","France","KR","Total","Total","First time applicant","Person","5",""
"2011","France","KR","Males","Total","First time applicant","Person","5",""
"2011","France","KR","Females","Total","First time applicant","Person","5",""
"2011","France","TW","Total","Total","First time applicant","Person","0",""
"2011","France","TW","Males","Total","First time applicant","Person","0",""
"2011","France","TW","Females","Total","First time applicant","Person","0",""
"2011","France","AF","Total","Total","First time applicant","Person","655",""
"2011","France","AF","Males","Total","First time applicant","Person","535",""
"2011","France","AF","Females","Total","First time applicant","Person","115",""
"2011","France","BD","Total","Total","First time applicant","Person","3,575",""
"2011","France","BD","Males","Total","First time applicant","Person","3,350",""
"2011","France","BD","Females","Total","First time applicant","Person","225",""
"2011","France","BT","Total","Total","First time applicant","Person","50",""
"2011","France","BT","Males","Total","First time applicant","Person","45",""
"2011","France","BT","Females","Total","First time applicant","Person","10",""
"2011","France","IN","Total","Total","First time applicant","Person","40",""
"2011","France","IN","Males","Total","First time applicant","Person","30",""
"2011","France","IN","Females","Total","First time applicant","Person","15",""
"2011","France","IR","Total","Total","First time applicant","Person","195",""
"2011","France","IR","Males","Total","First time applicant","Person","120",""
"2011","France","IR","Females","Total","First time applicant","Person","70",""
"2011","France","MV","Total","Total","First time applicant","Person","0",""
"2011","France","MV","Males","Total","First time applicant","Person","0",""
"2011","France","MV","Females","Total","First time applicant","Person","0",""
"2011","France","NP","Total","Total","First time applicant","Person","70",""
"2011","France","NP","Males","Total","First time applicant","Person","50",""
"2011","France","NP","Females","Total","First time applicant","Person","20",""
"2011","France","PK","Total","Total","First time applicant","Person","1,435",""
"2011","France","PK","Males","Total","First time applicant","Person","1,355",""
"2011","France","PK","Females","Total","First time applicant","Person","80",""
"2011","France","LK","Total","Total","First time applicant","Person","3,240",""
"2011","France","LK","Males","Total","First time applicant","Person","2,270",""
"2011","France","LK","Females","Total","First time applicant","Person","970",""
"2011","France","BN","Total","Total","First time applicant","Person","0",""
"2011","France","BN","Males","Total","First time applicant","Person","0",""
"2011","France","BN","Females","Total","First time applicant","Person","0",""
"2011","France","KH","Total","Total","First time applicant","Person","45",""
"2011","France","KH","Males","Total","First time applicant","Person","20",""
"2011","France","KH","Females","Total","First time applicant","Person","25",""
"2011","France","ID","Total","Total","First time applicant","Person","0",""
"2011","France","ID","Males","Total","First time applicant","Person","0",""
"2011","France","ID","Females","Total","First time applicant","Person","0",""
"2011","France","LA","Total","Total","First time applicant","Person","25",""
"2011","France","LA","Males","Total","First time applicant","Person","10",""
"2011","France","LA","Females","Total","First time applicant","Person","15",""
"2011","France","MY","Total","Total","First time applicant","Person","0",""
"2011","France","MY","Males","Total","First time applicant","Person","0",""
"2011","France","MY","Females","Total","First time applicant","Person","0",""
"2011","France","MM","Total","Total","First time applicant","Person","90",""
"2011","France","MM","Males","Total","First time applicant","Person","90",""
"2011","France","MM","Females","Total","First time applicant","Person","5",""
"2011","France","PH","Total","Total","First time applicant","Person","10",""
"2011","France","PH","Males","Total","First time applicant","Person","5",""
"2011","France","PH","Females","Total","First time applicant","Person","5",""
"2011","France","SG","Total","Total","First time applicant","Person","0",""
"2011","France","SG","Males","Total","First time applicant","Person","0",""
"2011","France","SG","Females","Total","First time applicant","Person","0",""
"2011","France","TH","Total","Total","First time applicant","Person","95",""
"2011","France","TH","Males","Total","First time applicant","Person","35",""
"2011","France","TH","Females","Total","First time applicant","Person","60",""
"2011","France","TL","Total","Total","First time applicant","Person","0",""
"2011","France","TL","Males","Total","First time applicant","Person","0",""
"2011","France","TL","Females","Total","First time applicant","Person","0",""
"2011","France","VN","Total","Total","First time applicant","Person","35",""
"2011","France","VN","Males","Total","First time applicant","Person","20",""
"2011","France","VN","Females","Total","First time applicant","Person","15",""
"2011","France","AM","Total","Total","First time applicant","Person","3,635",""
"2011","France","AM","Males","Total","First time applicant","Person","1,850",""
"2011","France","AM","Females","Total","First time applicant","Person","1,780",""
"2011","France","AZ","Total","Total","First time applicant","Person","740",""
"2011","France","AZ","Males","Total","First time applicant","Person","350",""
"2011","France","AZ","Females","Total","First time applicant","Person","390",""
"2011","France","BH","Total","Total","First time applicant","Person","0",""
"2011","France","BH","Males","Total","First time applicant","Person","0",""
"2011","France","BH","Females","Total","First time applicant","Person","0",""
"2011","France","GE","Total","Total","First time applicant","Person","1,650",""
"2011","France","GE","Males","Total","First time applicant","Person","900",""
"2011","France","GE","Females","Total","First time applicant","Person","750",""
"2011","France","IQ","Total","Total","First time applicant","Person","255",""
"2011","France","IQ","Males","Total","First time applicant","Person","135",""
"2011","France","IQ","Females","Total","First time applicant","Person","120",""
"2011","France","IL","Total","Total","First time applicant","Person","0",""
"2011","France","IL","Males","Total","First time applicant","Person","0",""
"2011","France","IL","Females","Total","First time applicant","Person","0",""
"2011","France","JO","Total","Total","First time applicant","Person","5",""
"2011","France","JO","Males","Total","First time applicant","Person","0",""
"2011","France","JO","Females","Total","First time applicant","Person","5",""
"2011","France","KW","Total","Total","First time applicant","Person","0",""
"2011","France","KW","Males","Total","First time applicant","Person","0",""
"2011","France","KW","Females","Total","First time applicant","Person","0",""
"2011","France","LB","Total","Total","First time applicant","Person","10",""
"2011","France","LB","Males","Total","First time applicant","Person","10",""
"2011","France","LB","Females","Total","First time applicant","Person","0",""
"2011","France","PS","Total","Total","First time applicant","Person","60",""
"2011","France","PS","Males","Total","First time applicant","Person","50",""
"2011","France","PS","Females","Total","First time applicant","Person","15",""
"2011","France","OM","Total","Total","First time applicant","Person","0",""
"2011","France","OM","Males","Total","First time applicant","Person","0",""
"2011","France","OM","Females","Total","First time applicant","Person","0",""
"2011","France","QA","Total","Total","First time applicant","Person","0",""
"2011","France","QA","Males","Total","First time applicant","Person","0",""
"2011","France","QA","Females","Total","First time applicant","Person","0",""
"2011","France","SA","Total","Total","First time applicant","Person","0",""
"2011","France","SA","Males","Total","First time applicant","Person","0",""
"2011","France","SA","Females","Total","First time applicant","Person","0",""
"2011","France","SY","Total","Total","First time applicant","Person","120",""
"2011","France","SY","Males","Total","First time applicant","Person","90",""
"2011","France","SY","Females","Total","First time applicant","Person","30",""
"2011","France","AE","Total","Total","First time applicant","Person","0",""
"2011","France","AE","Males","Total","First time applicant","Person","0",""
"2011","France","AE","Females","Total","First time applicant","Person","0",""
"2011","France","YE","Total","Total","First time applicant","Person","15",""
"2011","France","YE","Males","Total","First time applicant","Person","10",""
"2011","France","YE","Females","Total","First time applicant","Person","5",""
"2011","France","AU","Total","Total","First time applicant","Person","5",""
"2011","France","AU","Males","Total","First time applicant","Person","0",""
"2011","France","AU","Females","Total","First time applicant","Person","5",""
"2011","France","NZ","Total","Total","First time applicant","Person","0",""
"2011","France","NZ","Males","Total","First time applicant","Person","0",""
"2011","France","NZ","Females","Total","First time applicant","Person","0",""
"2011","France","FJ","Total","Total","First time applicant","Person","0",""
"2011","France","FJ","Males","Total","First time applicant","Person","0",""
"2011","France","FJ","Females","Total","First time applicant","Person","0",""
"2011","France","PG","Total","Total","First time applicant","Person","0",""
"2011","France","PG","Males","Total","First time applicant","Person","0",""
"2011","France","PG","Females","Total","First time applicant","Person","0",""
"2011","France","SB","Total","Total","First time applicant","Person","0",""
"2011","France","SB","Males","Total","First time applicant","Person","0",""
"2011","France","SB","Females","Total","First time applicant","Person","0",""
"2011","France","VU","Total","Total","First time applicant","Person","0",""
"2011","France","VU","Males","Total","First time applicant","Person","0",""
"2011","France","VU","Females","Total","First time applicant","Person","0",""
"2011","France","KI","Total","Total","First time applicant","Person","0",""
"2011","France","KI","Males","Total","First time applicant","Person","0",""
"2011","France","KI","Females","Total","First time applicant","Person","0",""
"2011","France","MH","Total","Total","First time applicant","Person","0",""
"2011","France","MH","Males","Total","First time applicant","Person","0",""
"2011","France","MH","Females","Total","First time applicant","Person","0",""
"2011","France","FM","Total","Total","First time applicant","Person","0",""
"2011","France","FM","Males","Total","First time applicant","Person","0",""
"2011","France","FM","Females","Total","First time applicant","Person","0",""
"2011","France","NR","Total","Total","First time applicant","Person","0",""
"2011","France","NR","Males","Total","First time applicant","Person","0",""
"2011","France","NR","Females","Total","First time applicant","Person","0",""
"2011","France","PW","Total","Total","First time applicant","Person","0",""
"2011","France","PW","Males","Total","First time applicant","Person","0",""
"2011","France","PW","Females","Total","First time applicant","Person","0",""
"2011","France","CK","Total","Total","First time applicant","Person","0",""
"2011","France","CK","Males","Total","First time applicant","Person","0",""
"2011","France","CK","Females","Total","First time applicant","Person","0",""
"2011","France","WS","Total","Total","First time applicant","Person","0",""
"2011","France","WS","Males","Total","First time applicant","Person","0",""
"2011","France","WS","Females","Total","First time applicant","Person","0",""
"2011","France","TO","Total","Total","First time applicant","Person","0",""
"2011","France","TO","Males","Total","First time applicant","Person","0",""
"2011","France","TO","Females","Total","First time applicant","Person","0",""
"2011","France","TV","Total","Total","First time applicant","Person","0",""
"2011","France","TV","Males","Total","First time applicant","Person","0",""
"2011","France","TV","Females","Total","First time applicant","Person","0",""
"2011","France","TOTAL","Total","Total","First time applicant","Person","52,140",""
"2011","France","TOTAL","Males","Total","First time applicant","Person","32,615",""
"2011","France","TOTAL","Females","Total","First time applicant","Person","19,525",""
"2012","France","AO","Total","Total","First time applicant","Person","880",""
"2012","France","AO","Males","Total","First time applicant","Person","385",""
"2012","France","AO","Females","Total","First time applicant","Person","495",""
"2012","France","CM","Total","Total","First time applicant","Person","245",""
"2012","France","CM","Males","Total","First time applicant","Person","145",""
"2012","France","CM","Females","Total","First time applicant","Person","100",""
"2012","France","CF","Total","Total","First time applicant","Person","75",""
"2012","France","CF","Males","Total","First time applicant","Person","55",""
"2012","France","CF","Females","Total","First time applicant","Person","20",""
"2012","France","TD","Total","Total","First time applicant","Person","210",""
"2012","France","TD","Males","Total","First time applicant","Person","160",""
"2012","France","TD","Females","Total","First time applicant","Person","55",""
"2012","France","CG","Total","Total","First time applicant","Person","750",""
"2012","France","CG","Males","Total","First time applicant","Person","430",""
"2012","France","CG","Females","Total","First time applicant","Person","320",""
"2012","France","CD","Total","Total","First time applicant","Person","5,175",""
"2012","France","CD","Males","Total","First time applicant","Person","2,570",""
"2012","France","CD","Females","Total","First time applicant","Person","2,605",""
"2012","France","GQ","Total","Total","First time applicant","Person","5",""
"2012","France","GQ","Males","Total","First time applicant","Person","5",""
"2012","France","GQ","Females","Total","First time applicant","Person","5",""
"2012","France","GA","Total","Total","First time applicant","Person","20",""
"2012","France","GA","Males","Total","First time applicant","Person","5",""
"2012","France","GA","Females","Total","First time applicant","Person","10",""
"2012","France","ST","Total","Total","First time applicant","Person","0",""
"2012","France","ST","Males","Total","First time applicant","Person","0",""
"2012","France","ST","Females","Total","First time applicant","Person","0",""
"2012","France","BI","Total","Total","First time applicant","Person","25",""
"2012","France","BI","Males","Total","First time applicant","Person","15",""
"2012","France","BI","Females","Total","First time applicant","Person","10",""
"2012","France","KM","Total","Total","First time applicant","Person","640",""
"2012","France","KM","Males","Total","First time applicant","Person","515",""
"2012","France","KM","Females","Total","First time applicant","Person","125",""
"2012","France","DJ","Total","Total","First time applicant","Person","45",""
"2012","France","DJ","Males","Total","First time applicant","Person","25",""
"2012","France","DJ","Females","Total","First time applicant","Person","20",""
"2012","France","ER","Total","Total","First time applicant","Person","470",""
"2012","France","ER","Males","Total","First time applicant","Person","320",""
"2012","France","ER","Females","Total","First time applicant","Person","150",""
"2012","France","ET","Total","Total","First time applicant","Person","120",""
"2012","France","ET","Males","Total","First time applicant","Person","60",""
"2012","France","ET","Females","Total","First time applicant","Person","60",""
"2012","France","KE","Total","Total","First time applicant","Person","25",""
"2012","France","KE","Males","Total","First time applicant","Person","10",""
"2012","France","KE","Females","Total","First time applicant","Person","15",""
"2012","France","MG","Total","Total","First time applicant","Person","155",""
"2012","France","MG","Males","Total","First time applicant","Person","85",""
"2012","France","MG","Females","Total","First time applicant","Person","70",""
"2012","France","MW","Total","Total","First time applicant","Person","0",""
"2012","France","MW","Males","Total","First time applicant","Person","0",""
"2012","France","MW","Females","Total","First time applicant","Person","0",""
"2012","France","MU","Total","Total","First time applicant","Person","15",""
"2012","France","MU","Males","Total","First time applicant","Person","10",""
"2012","France","MU","Females","Total","First time applicant","Person","5",""
"2012","France","MZ","Total","Total","First time applicant","Person","0",""
"2012","France","MZ","Males","Total","First time applicant","Person","0",""
"2012","France","MZ","Females","Total","First time applicant","Person","0",""
"2012","France","RW","Total","Total","First time applicant","Person","185",""
"2012","France","RW","Males","Total","First time applicant","Person","90",""
"2012","France","RW","Females","Total","First time applicant","Person","100",""
"2012","France","SC","Total","Total","First time applicant","Person","0",""
"2012","France","SC","Males","Total","First time applicant","Person","0",""
"2012","France","SC","Females","Total","First time applicant","Person","0",""
"2012","France","SO","Total","Total","First time applicant","Person","495",""
"2012","France","SO","Males","Total","First time applicant","Person","395",""
"2012","France","SO","Females","Total","First time applicant","Person","100",""
"2012","France","UG","Total","Total","First time applicant","Person","20",""
"2012","France","UG","Males","Total","First time applicant","Person","15",""
"2012","France","UG","Females","Total","First time applicant","Person","5",""
"2012","France","TZ","Total","Total","First time applicant","Person","0",""
"2012","France","TZ","Males","Total","First time applicant","Person","0",""
"2012","France","TZ","Females","Total","First time applicant","Person","0",""
"2012","France","ZM","Total","Total","First time applicant","Person","0",""
"2012","France","ZM","Males","Total","First time applicant","Person","0",""
"2012","France","ZM","Females","Total","First time applicant","Person","0",""
"2012","France","ZW","Total","Total","First time applicant","Person","5",""
"2012","France","ZW","Males","Total","First time applicant","Person","0",""
"2012","France","ZW","Females","Total","First time applicant","Person","0",""
"2012","France","DZ","Total","Total","First time applicant","Person","1,160",""
"2012","France","DZ","Males","Total","First time applicant","Person","900",""
"2012","France","DZ","Females","Total","First time applicant","Person","260",""
"2012","France","EG","Total","Total","First time applicant","Person","440",""
"2012","France","EG","Males","Total","First time applicant","Person","350",""
"2012","France","EG","Females","Total","First time applicant","Person","90",""
"2012","France","LY","Total","Total","First time applicant","Person","60",""
"2012","France","LY","Males","Total","First time applicant","Person","45",""
"2012","France","LY","Females","Total","First time applicant","Person","15",""
"2012","France","MA","Total","Total","First time applicant","Person","135",""
"2012","France","MA","Males","Total","First time applicant","Person","110",""
"2012","France","MA","Females","Total","First time applicant","Person","25",""
"2012","France","SS","Total","Total","First time applicant","Person",":",""
"2012","France","SS","Males","Total","First time applicant","Person",":",""
"2012","France","SS","Females","Total","First time applicant","Person",":",""
"2012","France","SD","Total","Total","First time applicant","Person","745",""
"2012","France","SD","Males","Total","First time applicant","Person","625",""
"2012","France","SD","Females","Total","First time applicant","Person","120",""
"2012","France","TN","Total","Total","First time applicant","Person","200",""
"2012","France","TN","Males","Total","First time applicant","Person","165",""
"2012","France","TN","Females","Total","First time applicant","Person","30",""
"2012","France","EH","Total","Total","First time applicant","Person","115",""
"2012","France","EH","Males","Total","First time applicant","Person","100",""
"2012","France","EH","Females","Total","First time applicant","Person","15",""
"2012","France","BW","Total","Total","First time applicant","Person","0",""
"2012","France","BW","Males","Total","First time applicant","Person","0",""
"2012","France","BW","Females","Total","First time applicant","Person","0",""
"2012","France","LS","Total","Total","First time applicant","Person","0",""
"2012","France","LS","Males","Total","First time applicant","Person","0",""
"2012","France","LS","Females","Total","First time applicant","Person","0",""
"2012","France","NA","Total","Total","First time applicant","Person","0",""
"2012","France","NA","Males","Total","First time applicant","Person","0",""
"2012","France","NA","Females","Total","First time applicant","Person","0",""
"2012","France","ZA","Total","Total","First time applicant","Person","5",""
"2012","France","ZA","Males","Total","First time applicant","Person","0",""
"2012","France","ZA","Females","Total","First time applicant","Person","5",""
"2012","France","SZ","Total","Total","First time applicant","Person","0",""
"2012","France","SZ","Males","Total","First time applicant","Person","0",""
"2012","France","SZ","Females","Total","First time applicant","Person","0",""
"2012","France","BJ","Total","Total","First time applicant","Person","15",""
"2012","France","BJ","Males","Total","First time applicant","Person","10",""
"2012","France","BJ","Females","Total","First time applicant","Person","5",""
"2012","France","BF","Total","Total","First time applicant","Person","55",""
"2012","France","BF","Males","Total","First time applicant","Person","30",""
"2012","France","BF","Females","Total","First time applicant","Person","20",""
"2012","France","CV","Total","Total","First time applicant","Person","10",""
"2012","France","CV","Males","Total","First time applicant","Person","10",""
"2012","France","CV","Females","Total","First time applicant","Person","0",""
"2012","France","CI","Total","Total","First time applicant","Person","955",""
"2012","France","CI","Males","Total","First time applicant","Person","575",""
"2012","France","CI","Females","Total","First time applicant","Person","380",""
"2012","France","GM","Total","Total","First time applicant","Person","85",""
"2012","France","GM","Males","Total","First time applicant","Person","60",""
"2012","France","GM","Females","Total","First time applicant","Person","25",""
"2012","France","GH","Total","Total","First time applicant","Person","30",""
"2012","France","GH","Males","Total","First time applicant","Person","15",""
"2012","France","GH","Females","Total","First time applicant","Person","10",""
"2012","France","GN","Total","Total","First time applicant","Person","1,815",""
"2012","France","GN","Males","Total","First time applicant","Person","1,055",""
"2012","France","GN","Females","Total","First time applicant","Person","755",""
"2012","France","GW","Total","Total","First time applicant","Person","125",""
"2012","France","GW","Males","Total","First time applicant","Person","85",""
"2012","France","GW","Females","Total","First time applicant","Person","40",""
"2012","France","LR","Total","Total","First time applicant","Person","10",""
"2012","France","LR","Males","Total","First time applicant","Person","10",""
"2012","France","LR","Females","Total","First time applicant","Person","0",""
"2012","France","ML","Total","Total","First time applicant","Person","920",""
"2012","France","ML","Males","Total","First time applicant","Person","440",""
"2012","France","ML","Females","Total","First time applicant","Person","480",""
"2012","France","MR","Total","Total","First time applicant","Person","1,280",""
"2012","France","MR","Males","Total","First time applicant","Person","1,070",""
"2012","France","MR","Females","Total","First time applicant","Person","215",""
"2012","France","NE","Total","Total","First time applicant","Person","15",""
"2012","France","NE","Males","Total","First time applicant","Person","10",""
"2012","France","NE","Females","Total","First time applicant","Person","5",""
"2012","France","NG","Total","Total","First time applicant","Person","950",""
"2012","France","NG","Males","Total","First time applicant","Person","420",""
"2012","France","NG","Females","Total","First time applicant","Person","530",""
"2012","France","SN","Total","Total","First time applicant","Person","220",""
"2012","France","SN","Males","Total","First time applicant","Person","110",""
"2012","France","SN","Females","Total","First time applicant","Person","115",""
"2012","France","SL","Total","Total","First time applicant","Person","115",""
"2012","France","SL","Males","Total","First time applicant","Person","75",""
"2012","France","SL","Females","Total","First time applicant","Person","40",""
"2012","France","TG","Total","Total","First time applicant","Person","145",""
"2012","France","TG","Males","Total","First time applicant","Person","95",""
"2012","France","TG","Females","Total","First time applicant","Person","50",""
"2012","France","CA","Total","Total","First time applicant","Person","0",""
"2012","France","CA","Males","Total","First time applicant","Person","0",""
"2012","France","CA","Females","Total","First time applicant","Person","0",""
"2012","France","US","Total","Total","First time applicant","Person","5",""
"2012","France","US","Males","Total","First time applicant","Person","0",""
"2012","France","US","Females","Total","First time applicant","Person","5",""
"2012","France","AG","Total","Total","First time applicant","Person","0",""
"2012","France","AG","Males","Total","First time applicant","Person","0",""
"2012","France","AG","Females","Total","First time applicant","Person","0",""
"2012","France","BS","Total","Total","First time applicant","Person","0",""
"2012","France","BS","Males","Total","First time applicant","Person","0",""
"2012","France","BS","Females","Total","First time applicant","Person","0",""
"2012","France","BB","Total","Total","First time applicant","Person","0",""
"2012","France","BB","Males","Total","First time applicant","Person","0",""
"2012","France","BB","Females","Total","First time applicant","Person","0",""
"2012","France","CU","Total","Total","First time applicant","Person","20",""
"2012","France","CU","Males","Total","First time applicant","Person","15",""
"2012","France","CU","Females","Total","First time applicant","Person","0",""
"2012","France","DM","Total","Total","First time applicant","Person","5",""
"2012","France","DM","Males","Total","First time applicant","Person","5",""
"2012","France","DM","Females","Total","First time applicant","Person","0",""
"2012","France","DO","Total","Total","First time applicant","Person","100",""
"2012","France","DO","Males","Total","First time applicant","Person","25",""
"2012","France","DO","Females","Total","First time applicant","Person","75",""
"2012","France","GD","Total","Total","First time applicant","Person","0",""
"2012","France","GD","Males","Total","First time applicant","Person","0",""
"2012","France","GD","Females","Total","First time applicant","Person","0",""
"2012","France","HT","Total","Total","First time applicant","Person","1,575",""
"2012","France","HT","Males","Total","First time applicant","Person","990",""
"2012","France","HT","Females","Total","First time applicant","Person","585",""
"2012","France","JM","Total","Total","First time applicant","Person","5",""
"2012","France","JM","Males","Total","First time applicant","Person","5",""
"2012","France","JM","Females","Total","First time applicant","Person","0",""
"2012","France","KN","Total","Total","First time applicant","Person","0",""
"2012","France","KN","Males","Total","First time applicant","Person","0",""
"2012","France","KN","Females","Total","First time applicant","Person","0",""
"2012","France","LC","Total","Total","First time applicant","Person","5",""
"2012","France","LC","Males","Total","First time applicant","Person","5",""
"2012","France","LC","Females","Total","First time applicant","Person","0",""
"2012","France","VC","Total","Total","First time applicant","Person","0",""
"2012","France","VC","Males","Total","First time applicant","Person","0",""
"2012","France","VC","Females","Total","First time applicant","Person","0",""
"2012","France","TT","Total","Total","First time applicant","Person","0",""
"2012","France","TT","Males","Total","First time applicant","Person","0",""
"2012","France","TT","Females","Total","First time applicant","Person","0",""
"2012","France","BZ","Total","Total","First time applicant","Person","0",""
"2012","France","BZ","Males","Total","First time applicant","Person","0",""
"2012","France","BZ","Females","Total","First time applicant","Person","0",""
"2012","France","CR","Total","Total","First time applicant","Person","0",""
"2012","France","CR","Males","Total","First time applicant","Person","0",""
"2012","France","CR","Females","Total","First time applicant","Person","0",""
"2012","France","SV","Total","Total","First time applicant","Person","0",""
"2012","France","SV","Males","Total","First time applicant","Person","0",""
"2012","France","SV","Females","Total","First time applicant","Person","0",""
"2012","France","GT","Total","Total","First time applicant","Person","5",""
"2012","France","GT","Males","Total","First time applicant","Person","5",""
"2012","France","GT","Females","Total","First time applicant","Person","0",""
"2012","France","HN","Total","Total","First time applicant","Person","5",""
"2012","France","HN","Males","Total","First time applicant","Person","0",""
"2012","France","HN","Females","Total","First time applicant","Person","0",""
"2012","France","MX","Total","Total","First time applicant","Person","20",""
"2012","France","MX","Males","Total","First time applicant","Person","10",""
"2012","France","MX","Females","Total","First time applicant","Person","5",""
"2012","France","NI","Total","Total","First time applicant","Person","0",""
"2012","France","NI","Males","Total","First time applicant","Person","0",""
"2012","France","NI","Females","Total","First time applicant","Person","0",""
"2012","France","PA","Total","Total","First time applicant","Person","0",""
"2012","France","PA","Males","Total","First time applicant","Person","0",""
"2012","France","PA","Females","Total","First time applicant","Person","0",""
"2012","France","AR","Total","Total","First time applicant","Person","0",""
"2012","France","AR","Males","Total","First time applicant","Person","0",""
"2012","France","AR","Females","Total","First time applicant","Person","0",""
"2012","France","BO","Total","Total","First time applicant","Person","10",""
"2012","France","BO","Males","Total","First time applicant","Person","10",""
"2012","France","BO","Females","Total","First time applicant","Person","0",""
"2012","France","BR","Total","Total","First time applicant","Person","15",""
"2012","France","BR","Males","Total","First time applicant","Person","10",""
"2012","France","BR","Females","Total","First time applicant","Person","5",""
"2012","France","CL","Total","Total","First time applicant","Person","5",""
